"Section","Variable Name","Label","Definition (Validated from Protocol)","Additional Notes (Validated from Protocol)","Optum CDM Implementation","R Code Implementation","Sync Status (OrigSpec/Protocol/Code)","Sync Status Notes","Date Modified (Initials + Date)","QC Reviewed (Initials + Date)","Discrepancy Found in Original Program Spec"
"LOT1 Base End","LOT1_TX_AUTO_FLG","Flag: patient had any valid autologous HSCT","Flag (0/1) indicating the patient had any valid autologous HSCT. Per spec: if (LOT1_HSCT_AUTO_TAND_FLG or LOT1_HSCT_AUTO_SING_FLG) then = 1, else = 0. This is a convenience flag combining single and tandem.","Protocol Section 5.1 (SCT): Indicates whether the patient received any valid autologous transplant during the study period, regardless of whether it was single or tandem.","Derived flag from T_MEDICAL procedure code analysis for autologous HSCT events.","lot_program.R: LOT1_TX_AUTO_FLG is NOT explicitly named. The equivalent check is whether LOT1_TX_AUTO_DT_1 IS NOT NULL (Step S15 line 3901). The code has LOT1_SCT_AUTO_TAND_FLG and LOT1_SCT_AUTO_SING_FLG separately (lines 3904-3917). A combined flag could be derived as (LOT1_SCT_AUTO_TAND_FLG = 1 OR LOT1_SCT_AUTO_SING_FLG = 1).","NYY","Spec: N - defines explicit combined flag. Protocol: Y - concept is clear. Code: Y - does not create combined flag but has constituent flags (TAND and SING) from which it can be derived.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_TX_AUTO_FLG as a combined flag. The code does not create this specific variable but has LOT1_SCT_AUTO_TAND_FLG and LOT1_SCT_AUTO_SING_FLG (lot_program.R lines 3904-3917) from which the combined flag is trivially derivable."
"LOT1 Base End","LOT1_END_DT_TEMP (updated after HSCT)","Updated LOT1 end date after HSCT extension","If LOT1_EXTEND_FLG = 1 and LOT1_HSCT_AUTO_SING_FLG, update LOT1_END_DT_TEMP to LOT1_TX_AUTO_DT_1. If LOT1_HSCT_AUTO_TAND_FLG, update to LOT1_TX_AUTO_DT_2. Per spec: this extends the LOT1 end date to the date of the HSCT (or second HSCT for tandem). The code handles this via SCT priority in the end reason CASE statement.","Protocol Section 5.1.1 (Events that will not end LOT): When LOT1 is extended to include an HSCT, the end date moves to the HSCT date (for single) or the second HSCT date (for tandem). If the patient receives maintenance after the HSCT, the LOT1 end date will be further extended (maintenance not yet implemented).","LOT1 end date updated using AUTO_DT_1 or AUTO_DT_2 from T_MEDICAL procedure code analysis. For tandem, uses the second transplant date.","lot_program.R: The code does not update LOT1_END_DT_TEMP iteratively. Instead, LOT1_BASE_END_DT (Step S16 lines 4018-4028) is set to LOT1_TX_ENDDATE when SCT has priority. LOT1_TX_ENDDATE = date_sub(least(ENDING_AUTO_DT, FIRST_ALLO_DT, FIRST_CART_DT), 1) at lines 3939-3949. For single AUTO, ENDING_AUTO_DT = AUTO_DT_2 (the LOT-ending event, line 3926). For tandem, ENDING_AUTO_DT = AUTO_DT_3 (line 3924). Note: the code's LOT1_TX_ENDDATE is the day BEFORE the LOT-ending SCT, not the date of the included SCT.","NNY","Spec: N - updates TEMP variable iteratively to HSCT date. Protocol: N - describes extending to include HSCT. Code: Y - uses LOT1_TX_ENDDATE (day before LOT-ending SCT) as the end date when SCT has priority. Key difference: spec extends LOT1 TO the HSCT date; code sets end to day BEFORE the LOT-ending SCT (which is the next AUTO after the included one).","CV 2026-04-02 (protocol revalidation)","Spec updates LOT1_END_DT_TEMP to the included HSCT date (AUTO_DT_1 for single, AUTO_DT_2 for tandem). The code's LOT1_TX_ENDDATE is date_sub(ENDING_AUTO_DT, 1) where ENDING_AUTO_DT is the NEXT AUTO beyond what's included (AUTO_DT_2 for single, AUTO_DT_3 for tandem). This means the code's end date is the day before the LOT-ending SCT, not the date of the included SCT. The architectural approach differs significantly between spec and code."
"LOT1 Base End","LOT1_BASE_MEDS","LOT1 induction medications","Space-separated sorted list of induction medication abbreviations. Originally from the LOT1_BASE dataset. Includes all medications (including permissible substitutions) with MAP_START_DT within the induction window (default 60 days) from LOT1_START_DT. Steroid MAPs are included in the medication list. Example values: 'BORT LENA', 'DARA LENA', 'BORT DARA LENA'.","Protocol Section 5.1.1 (LOT regimen): Induction medications are all MM therapies initiated within the induction window from LOT1 start date. The medication list defines the base regimen for the LOT. Permissible substitutions (within-class switches that do not constitute a new LOT) are included as part of the base regimen.","Medications identified from T_MEDICAL (PROC_CD, BILL_PROC_CD, NDC) and T_RX (NDC) matched against CL_MMA_CODELIST (Tab 41). Medication abbreviations from CL_MMA_ROLLUP (Tab 40). Claims filtered by MAP_START_DT within induction window from LOT1_START_DT.","lot_program.R Step S09 lines 3327-3341: lot1_induction_meds selects DISTINCT PATID, MED_ABBR, MED_CLASS where MAP_START_DT between LOT1_START_DT and LOT1_START_DT + induction_window_days - 1. Step S10 line 3388: LOT1_BASE_MEDS = concat_ws(' ', sort_array(collect_set(im.MED_ABBR))). Permissible substitutions added at lines 3346-3354.","YYY","Spec: Y - defines LOT1_BASE_MEDS as induction medications from LOT1_BASE dataset. Protocol: Y - defines induction regimen as medications in the induction window. Code: Y - implements via concat_ws/sort_array/collect_set of MED_ABBR from lot1_induction_meds.","CV 2026-04-02 (protocol revalidation)","No discrepancy found. Aligned with protocol."
"LOT1 Base End","LOT1_BASEMAINT_START","Start date of maintenance period","The start date of a maintenance period following LOT1 base therapy. Per spec: set to LOT1_BASE_MAINT_START_DT from the LOT1_BASE_MAINT input dataset if certain conditions are met (minimum gap from base end date to maintenance start >= 120 days, and maintenance start occurs before other end events). Otherwise set to missing.","Protocol Section 5.1 (Maintenance regimen): Maintenance therapy follows induction/consolidation therapy. The maintenance period starts when a patient transitions from multi-agent induction to single-agent (mono) or dual-agent (dual) maintenance therapy. The protocol specifies mono-maintenance (single non-steroid medication with MONOMAINTENANCE=1 flag) and dual-maintenance (two medications where the combination is in the DUALMAINTENANCEWITH field of CL_MMA_ROLLUP).","Maintenance medications identified from T_MEDICAL/T_RX claims matched to CL_MMA_ROLLUP medications with MONOMAINTENANCE=1 or valid DUALMAINTENANCEWITH combinations. Start date is the first MAP_START_DT of the maintenance medication after LOT1_BASE_END_DT.","lot_program.R: MAINTENANCE IS NOT ENABLED. Line 4037-4038: 'NOTE: Maintenance (mono/dual) specs not yet provided; LOT1_BASE_END_REASON does not yet include MAINTENANCE_START. Will need integration when available.' Maintenance is intentionally out of scope in the current implementation. Maintenance analysis exists separately in lot_analysis.R lines 1224-1350 for reporting but is not integrated into the LOT1 end date/reason computation.","N-N","Spec: N - defines LOT1_BASEMAINT_START with specific logic but maintenance is not enabled. Protocol: - (maintenance concept defined in protocol but not currently in scope for implementation). Code: N - maintenance intentionally not enabled; explicitly logged at line 4037-4038. This is a deliberate scope decision, not an implementation gap.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_BASEMAINT_START with detailed conditions (120-day gap check, comparison with other end events). Maintenance is NOT ENABLED in the current implementation. The code explicitly logs that maintenance specs are not yet provided (lot_program.R lines 4037-4038). This is a deliberate scope decision - maintenance variables in the spec are aspirational and will require future implementation when maintenance is brought into scope."
"LOT1 Base End","LOT1_BASEMAINT_TYP","Maintenance medication abbreviation","The abbreviation of the maintenance medication type. Per spec: if LOT1_MAINT_START_DT is not missing, set to LOT1_MAINT_TYPE from the LOT1_BASE_MAINT input dataset. Otherwise set to missing.","Protocol Section 5.1 (Maintenance regimen): The maintenance medication type identifies which drug is used for maintenance (e.g., LENA for lenalidomide, BORT for bortezomib). For mono-maintenance, this is a single medication; for dual-maintenance, this would describe the combination.","Medication abbreviation from CL_MMA_ROLLUP (Tab 40) MED_ABBR field, identifying the maintenance drug from T_RX (NDC) or T_MEDICAL (PROC_CD/NDC) claims.","lot_program.R: MAINTENANCE IS NOT ENABLED (see line 4037-4038). Maintenance type tracking exists in lot_analysis.R for analysis purposes but is not connected to LOT1_BASE_END. Intentionally out of scope.","N-N","Spec: N - defines variable from LOT1_BASE_MAINT dataset but maintenance is not enabled. Protocol: - (defines maintenance medication concept but not in scope). Code: N - maintenance intentionally not enabled.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_BASEMAINT_TYP from the LOT1_BASE_MAINT input dataset. MAINTENANCE IS NOT ENABLED in the current implementation. This is an aspirational spec variable that will require future implementation when maintenance is brought into scope."
"LOT1 Base End","LOT1_BASEMAINT_END","End date of maintenance period (temp)","The temporary end date of a maintenance period. Per spec: Complex logic based on LOT1_MAINT_ADD_FLG and comparison with min(LOT1_BASE_DISCON_DT, ENDDATE, LOT1_BASE_1ST_ADD_MED_DT, LOT1_TX_ENDDATE). If LOT1_MAINT_ADD_FLG=1 and LOT1_BASE_MAINT_END_DT_TEMP < min of the end dates, then set to LOT1_BASE_MAINT_END_DT_TEMP from the input dataset. Otherwise set to the value of LOT1_END_DT_TEMP calculated above.","Protocol Section 5.1.1 (Rule 8 - End of maintenance regimen): The maintenance period ends when the patient discontinues maintenance therapy, adds a new medication (signaling a new LOT), receives an SCT, dies, or reaches end of observation. The end of maintenance also considers the same priority hierarchy as the base period end.","Maintenance end date derived from MAP_END_DT for maintenance medications in T_MEDICAL/T_RX, compared against other end events from the same source tables.","lot_program.R: MAINTENANCE IS NOT ENABLED (see line 4037-4038). The spec describes complex maintenance end date logic involving LOT1_MAINT_ADD_FLG and comparison with multiple end dates, none of which are currently computed. Intentionally out of scope.","N-N","Spec: N - defines complex maintenance end date logic but maintenance is not enabled. Protocol: - (describes maintenance end conceptually but not in scope). Code: N - maintenance intentionally not enabled.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_BASEMAINT_END with detailed conditional logic. MAINTENANCE IS NOT ENABLED in the current implementation. This is an aspirational spec variable pending future scope decision."
"LOT1 Base End","LOT1_BASEMAINT_MED_[MED]","Flag for maintenance medication [MED] (BORT/DARA/IXAZ/LENA/CARF)","Flag (0/1) for each maintenance medication. Per spec: For [MED] in (BORT, DARA, IXAZ, LENA, CARF): if LOT1_MAINT_START_DT is not missing, set to LOT1_MAINT_MED_[MED] from the LOT1_BASE_MAINT input dataset. Otherwise set to missing. These flags identify which specific medications are used in the maintenance regimen.","Protocol Section 5.1 (Maintenance regimen): Maintenance medication flags identify the specific drugs used during maintenance. These are a subset of the full medication list (BORT=bortezomib, DARA=daratumumab, IXAZ=ixazomib, LENA=lenalidomide, CARF=carfilzomib). The CL_MMA_ROLLUP codelist (Tab 40) defines which medications are eligible for maintenance via the MONOMAINTENANCE flag and DUALMAINTENANCEWITH field.","Individual medication flags derived from T_RX (NDC) and T_MEDICAL (PROC_CD/NDC) claims matched to CL_MMA_CODELIST (Tab 41) and CL_MMA_ROLLUP (Tab 40) for specific medication abbreviations.","lot_program.R: MAINTENANCE IS NOT ENABLED. Induction medication flags (LOT1_MED_BORT, LOT1_MED_DARA, etc.) exist at Step S10 lines 3389 via med_flag_exprs (lines 2886-2889). Maintenance-specific flags (LOT1_BASEMAINT_MED_BORT, etc.) are not computed. Intentionally out of scope.","N-N","Spec: N - defines maintenance medication flags but maintenance is not enabled. Protocol: - (defines maintenance medications conceptually but not in scope). Code: N - maintenance intentionally not enabled. Induction med flags exist separately.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_BASEMAINT_MED_[MED] for BORT, DARA, IXAZ, LENA, CARF. MAINTENANCE IS NOT ENABLED in the current implementation. Induction medication flags (LOT1_MED_BORT, etc.) are implemented at lot_program.R Step S10 lines 3389 but these are separate from the maintenance flags. Aspirational spec variable pending future scope decision."
"LOT1 Base End","LOT1_BASEMAINT_END_REASON","Maintenance period end reason","The reason why the maintenance period ended. Per spec: values 1=DISCONTINUATION, 2=NEW MED ADD, 3=CENSOR, 4=DEATH, 5=HSCT AUTO, 6=HSCT ALLO. Logic: if LOT1_MAINT_START_DT is not missing: if LOT1_BASEMAINT_END_DT_TEMP = LOT1_BASE_MAINT_END_DT_TEMP and LOT1_MAINT_ADD_FLG=1 then set to 2; where LOT1_BASEMAINT_END_DT_TEMP is defined on the input dataset (LOT1_BASE_MAINT). Otherwise set to the value of LOT1_END_REASON_TEMP calculated above.","Protocol Section 5.1.1 (Rule 8 - End of maintenance regimen): Maintenance period end reasons follow a similar logic to the base period end reasons. The maintenance period can end due to discontinuation of maintenance therapy, addition of a new medication (indicating progression to next LOT), censoring, death, or an SCT event.","End reason derived from the same Optum CDM source tables as LOT1_END_REASON_TEMP: T_MEDICAL/T_RX for medication events, T_DOD for death, T_MEMBER_CONT_ENROLLMENT for disenrollment.","lot_program.R: MAINTENANCE IS NOT ENABLED (see line 4037-4038). The spec describes maintenance end reason logic that depends on LOT1_MAINT_ADD_FLG and LOT1_BASE_MAINT_END_DT_TEMP, neither of which are computed. Intentionally out of scope. Note: end reason values in spec are numeric (1-6) while the code uses string values for the base end reason.","N-N","Spec: N - defines maintenance end reason with numeric codes but maintenance is not enabled. Protocol: - (describes maintenance end conceptually but not in scope). Code: N - maintenance intentionally not enabled.","CV 2026-04-02 (protocol revalidation)","Spec defines LOT1_BASEMAINT_END_REASON with numeric codes (1-6). MAINTENANCE IS NOT ENABLED in the current implementation. Additionally, the spec uses 6 values (1-6) while the base end reason has 7 (1-7, including CART) - the maintenance end reason omits CART (7), which may be intentional or an oversight. Aspirational spec variable pending future scope decision."
"LOT1 Base End - Protocol Addition","LOT1_BASE_END_DT","Final LOT1 base period end date","The final computed end date for the LOT1 base period after all adjustments (SCT evaluation, HSCT extension, maintenance integration). This is the definitive end date used for downstream analysis. In the code, this is directly computed via a priority-based CASE statement: (1) LOT1_TX_ENDDATE if SCT has priority, (2) LOT1_BASE_1ST_ADD_MED_DT if medication addition, (3) LOT1_BASE_DISCON_DT if discontinuation, (4) OBS_END_DT if censored.","Protocol Section 5.1.1 (LOT end date, Rules 1-8): 'The end date is the run-out date before the gap. The run-out date is calculated using a patient''s combined infused/injected drugs as well as oral drugs.' The protocol defines the end date as the last day of medication coverage before the qualifying gap or event. This final variable should be the non-temporary version after all adjustments. The original spec only defines TEMP versions but never creates the final LOT1_BASE_END_DT.","LOT1_BASE_END_DT derived from priority evaluation of dates from T_MEDICAL/T_RX (MAP_END_DT for discontinuation, MAP_START_DT for new med), T_MEDICAL procedure codes (SCT events), T_DOD (YMDOD for death), T_MEMBER_CONT_ENROLLMENT (ELIGEND for disenrollment), and study_end config parameter.","lot_program.R Step S16 lines 4018-4028: LOT1_BASE_END_DT = CASE WHEN SCT priority THEN sct.LOT1_TX_ENDDATE; WHEN MED_ADD priority THEN lb.LOT1_BASE_1ST_ADD_MED_DT; WHEN DISCON THEN lb.LOT1_BASE_DISCON_DT; ELSE lb.OBS_END_DT END. This is the final (non-temporary) end date used in the lot1_base_end view.","--Y","Spec: - (not present). Protocol: - (defines end date concept but spec only has TEMP versions). Code: Y - implements LOT1_BASE_END_DT as the final computed end date. This variable is missing from the original spec which only has LOT1_END_DT_TEMP and LOT1_END_DT_ORIG but never creates the final non-temporary version.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec. The spec defines LOT1_END_DT_TEMP and LOT1_END_DT_ORIG but never defines the final LOT1_BASE_END_DT. The code creates this as the definitive end date at lot_program.R Step S16 lines 4018-4028. The spec should include this final variable to show the output of the LOT1_BASE_END section."
"LOT1 Base End - Protocol Addition","LOT1_BASE_END_REASON","Final LOT1 base period end reason","The final computed end reason for the LOT1 base period. Values: 'DISCONTINUATION' (all induction meds ran out with sufficient gap), 'MED_ADD' (new non-induction medication added), 'CENSORED' (end of observation - death/disenrollment/study end), 'SCT_AUTO' (LOT ended by autologous transplant), 'SCT_ALLO' (LOT ended by allogeneic transplant), 'SCT_CART' (LOT ended by CAR-T therapy). Priority: SCT > MED_ADD > DISCONTINUATION > CENSORED.","Protocol Section 5.1.1 (LOT end rules 1-8): LOT ends when (1) a transplant occurs (highest priority - allo always ends LOT; auto ends if unplanned or beyond tandem), (2) a new non-induction medication is added, (3) all medications are discontinued with a sufficient gap, or (4) the patient is censored. The original spec only defines TEMP and SWITCH versions with numeric codes but never creates the final string-valued LOT1_BASE_END_REASON.","End reason derived from evaluation of dates across T_MEDICAL/T_RX (medication events), T_MEDICAL (SCT procedure codes), T_DOD (death), and T_MEMBER_CONT_ENROLLMENT (disenrollment). Priority logic applied analytically.","lot_program.R Step S16 lines 4001-4017: LOT1_BASE_END_REASON = CASE WHEN SCT AND earliest THEN 'SCT_AUTO'/'SCT_ALLO'/'SCT_CART'; WHEN MED_ADD AND earliest THEN 'MED_ADD'; WHEN DISCON THEN 'DISCONTINUATION'; ELSE 'CENSORED' END. QC query at lines 4032-4035 produces distribution of end reasons.","--Y","Spec: - (not present as final variable; only TEMP and SWITCH versions). Protocol: - (defines end reasons conceptually). Code: Y - implements LOT1_BASE_END_REASON as the final string-valued end reason.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec. The spec defines LOT1_END_REASON_TEMP and LOT1_END_REASON_SWITCH with numeric codes (1-7) but never creates the final LOT1_BASE_END_REASON. The code creates this with string values at lot_program.R Step S16 lines 4001-4017."
"LOT1 Base End - Protocol Addition","LOT1_1ST_SCT_DT","Date of first SCT event of any type during LOT1","The earliest SCT event (autologous, allogeneic, or CAR-T) occurring during the LOT1 period. Computed as LEAST(LOT1_TX_AUTO_DT_1, FIRST_ALLO_DT, FIRST_CART_DT). This date is relevant for determining when SCT-related treatment changes begin and for calculating intervals between induction end and transplant.","Protocol Section 5.1.1 (Events that will not end LOT): 'SCTs must be within 60 days after the end of the induction or maintenance regimen to be considered a continuation of the LOT. This 60-day rule was recommended by Optum''s KOL and informed by Charalampous et al.''s findings that the median time from end of induction to transplant was 33 days.' LOT1_1ST_SCT_DT enables validation of this 60-day window rule.","First SCT date derived from T_MEDICAL procedure codes matching CL_SCT_CODELIST entries (Tab 44). AUTO type identified by SCT_TYPE='AUTO'; ALLO by SCT_TYPE='ALLO'; CAR-T by SCT_TYPE='CART'. Dates from FST_DT in T_MEDICAL after 14-day claim windowing and 60-day gap validation.","lot_program.R Step S15 lines 3963-3972: LOT1_1ST_SCT_DT = CASE WHEN any SCT date exists THEN least(coalesce(AUTO_DT_1, '9999-12-31'), coalesce(FIRST_ALLO_DT, '9999-12-31'), coalesce(FIRST_CART_DT, '9999-12-31')) ELSE NULL END. Carried into lot1_base_end view at Step S16 line 3998.","--Y","Spec: - (not present). Protocol: - (concept exists via 60-day SCT window rule). Code: Y - implemented at Step S15 lines 3963-3972 and carried through to lot1_base_end.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec. The code computes LOT1_1ST_SCT_DT at lot_program.R Step S15 (lines 3963-3972) as the earliest SCT of any type. This is useful for validating the protocol's 60-day window rule (SCT must occur within 60 days of induction/maintenance end to be continuation of LOT). The spec should include this variable."
"LOT1 Base End - Protocol Addition","FIRST_ALLO_DT","Date of first allogeneic HSCT during LOT1","The date of the first allogeneic (ALLO) HSCT occurring during the LOT1 period. Per protocol, any allogeneic SCT always ends the current LOT because an allogeneic SCT typically follows failed autologous SCTs and represents a fundamentally different treatment approach.","Protocol Section 5.1 (Allogeneic SCT) and Section 5.1.1 (Rule 3): 'An autologous SCT followed by an allogeneic SCT will not be considered planned because an allogeneic SCT typically follows failed autologous SCTs.' (Section 5.1). 'Any allogeneic SCTs are considered a new LOT and the current LOT will end the day before an allogeneic SCT occurs' (Section 5.1.1, Rule 3). 'Any allogeneic SCTs are considered a new LOT and the current LOT will end the day before an allogeneic SCT occurs.' This is a hard rule - ALLO always ends the LOT regardless of timing relative to other events.","ALLO SCT identified from T_MEDICAL procedure codes matching CL_SCT_CODELIST entries where SCT_TYPE='ALLO'. Date from FST_DT in T_MEDICAL. Sequential ordering applied to identify first ALLO event.","lot_program.R Step S14 lines 3796-3825: tx_allo_cart_dates extracts ALLO dates from sct_events. Step S15 line 3929: FIRST_ALLO_DT = fa.ALLO_DT from first_allo CTE. Carried into lot1_base_end at Step S16 line 3999. Used in LOT1_TX_ENDDATE calculation (lines 3939-3949) and LOT1_TX_ENDDATE_REASON (lines 3951-3962).","--Y","Spec: - (not present as standalone variable; referenced indirectly via SCT_ALLO end reason). Protocol: - (defines ALLO as always ending LOT). Code: Y - implemented at Step S15 line 3929 and used in end date/reason calculations.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec. The code tracks FIRST_ALLO_DT at lot_program.R Step S15 (line 3929) and uses it in the LOT1_TX_ENDDATE and LOT1_TX_ENDDATE_REASON calculations. The protocol explicitly states that any ALLO SCT ends the current LOT (Section 5.1.1). The spec references SCT_ALLO as end reason code 6 but does not define FIRST_ALLO_DT as a standalone variable."
"LOT1 Base End - Protocol Addition","FIRST_CART_DT","Date of first CAR-T therapy during LOT1","The date of the first CAR-T cellular therapy occurring during the LOT1 period. Per protocol, CAR-T therapy starts a new LOT, so the current LOT ends the day before the CAR-T date. Supportive agents (including corticosteroids) given within 30 days of CAR-T are consolidated as part of the CAR-T LOT.","Protocol Section 5.1.1 (CAR-T): 'Therapies (including supportive agents, e.g., corticosteroids) given within 30 days of CAR-T cellular therapy are consolidated as part of the CAR-T LOT.' CAR-T always starts a new LOT, ending the current one. The 30-day supportive agent consolidation rule means medications within 30 days of CAR-T are attributed to the CAR-T LOT, not the preceding LOT.","CAR-T identified from T_MEDICAL procedure codes matching CL_SCT_CODELIST entries where SCT_TYPE='CART'. Date from FST_DT in T_MEDICAL.","lot_program.R Step S14 lines 3796-3825: tx_allo_cart_dates extracts CART dates from sct_events. Step S15 line 3930: FIRST_CART_DT = fc.CART_DT from first_cart CTE. Carried into lot1_base_end at Step S16 line 4000. Used in LOT1_TX_ENDDATE (lines 3939-3949) and LOT1_TX_ENDDATE_REASON (lines 3951-3962, mapped to reason=3='SCT_CART').","--Y","Spec: - (not present as standalone variable; referenced indirectly via CART end reason code 7). Protocol: - (defines CAR-T as starting new LOT with 30-day consolidation rule). Code: Y - implemented at Step S15 line 3930.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec. The code tracks FIRST_CART_DT at lot_program.R Step S15 (line 3930). The protocol defines CAR-T as always starting a new LOT (Section 5.1.2) with a 30-day supportive agent consolidation rule. The spec has CART as end reason code 7 but does not define FIRST_CART_DT as a standalone variable."
"LOT1 Base End - Protocol Addition","LOT_DISCON_GAP_DAYS","Discontinuation gap threshold (days)","The minimum number of days between the last medication run-out date and the observation end date required for a discontinuation to be recognized. Default value: 90 days. If the gap between the last MAP_END_DT for induction medications and OBS_END_DT is less than this threshold, the patient is NOT considered discontinued (they are censored instead). This prevents classifying patients whose medications simply ran out near the end of follow-up as discontinued.","Protocol Section 5.1.1 (Rule 2 - Discontinuation): 'Discontinuation is defined as the run-out date of all MM treatments in the LOT.' The run-out date is the MAP_END_DT (last day of medication availability). The gap threshold ensures there is sufficient time after medication ends to confirm the patient truly discontinued rather than being censored. The 90-day default is consistent with a treatment cycle of approximately 3 months. Configurable for sensitivity analysis per Protocol Section 5.3 which states 'Sensitivity analyses will assess robustness of LOT rules by varying key algorithm parameters.'","Gap calculated as datediff(OBS_END_DT, RAW_DISCON_DT) where OBS_END_DT is derived from T_MEMBER_CONT_ENROLLMENT (ELIGEND), T_DOD (YMDOD), and study_end config. RAW_DISCON_DT is max(MAP_END_DT) from T_MEDICAL/T_RX for induction medications.","lot_program.R line 73: lot_discon_gap_days = as.integer(Sys.getenv('LOT_DISCON_GAP_DAYS', unset = '90')). Applied at Step S10 line 3376: LOT1_BASE_DISCON_DT = RAW_DISCON_DT only WHEN datediff(OBS_END_DT, RAW_DISCON_DT) >= cfg$lot_discon_gap_days. Otherwise NULL (patient is censored, not discontinued). Configurable via LOT_DISCON_GAP_DAYS env var.","--Y","Spec: - (not defined as a parameter; implicitly used but not documented). Protocol: - (defines discontinuation concept but does not specify exact gap threshold). Code: Y - implements as configurable parameter defaulting to 90 days at line 73, applied at line 3376.","CV 2026-04-02 (protocol revalidation)","Parameter missing from original spec. The code uses lot_discon_gap_days=90 (lot_program.R line 73) to determine whether a patient is truly discontinued vs censored. This critical threshold affects whether LOT1_BASE_DISCON_DT is set or left NULL. The spec should document this parameter as it directly affects the LOT1_END_REASON classification."
"LOT1 Base End - Protocol Addition","MEDICAL_DAY_SUPPLY","Assumed days supply for medical claims","When days supply is missing from medical claims (infused/injected medications), a default of 28 days is assumed. This affects MAP_END_DT calculation which directly impacts LOT1_BASE_DISCON_DT and therefore LOT1_BASE_END_DT. For pharmacy claims with missing or anomalous days supply values, 28 days is also assumed.","Protocol Section 5.1.1 (Rule 2 - run-out date): 'The days' supply on medical claims is always missing and therefore a 28-day supply is assumed. When pharmacy claims are missing days' supply, or when days' supply values are anomalous, a 28-day supply is assumed.' (Section 5.1.1, under Rule 2). This is a fundamental parameter for the MAP algorithm that feeds into the LOT1 end date calculation. The 28-day assumption represents approximately one treatment cycle.","Applied to T_MEDICAL claims where DAYS_SUPPLY is NULL. For T_RX pharmacy claims, DAYS_SUPPLY is typically populated but when missing/anomalous, 28 days is substituted. The assumed supply extends MAP_END_DT = FST_DT (or FILL_DT) + days_supply - 1.","lot_program.R line 74: medical_day_supply = as.integer(Sys.getenv('MEDICAL_DAY_SUPPLY', unset = '28')). Used in MAP construction (Step S05/S06 area) to set MAP_END_DT for medical claims. Configurable via MEDICAL_DAY_SUPPLY env var. This feeds into LOT1_BASE_DISCON_DT via max(MAP_END_DT).","--Y","Spec: - (not documented in LOT1_BASE_END tab). Protocol: - (defined in Section 5.1.1 under MAP algorithm). Code: Y - implemented as configurable parameter defaulting to 28 days at line 74.","CV 2026-04-02 (protocol revalidation)","Parameter missing from original spec's LOT1_BASE_END tab. The code uses medical_day_supply=28 (lot_program.R line 74) for MAP_END_DT calculation on medical claims. While this is defined in the MAP section (5B), it directly affects LOT1_BASE_DISCON_DT and should be cross-referenced here. Protocol Section 5.1.1 explicitly states the 28-day assumption."
"LOT1 Base End - Protocol Addition","LOT1_BASE_LENGTH","LOT1 base period duration in days","The number of days in the LOT1 base period, computed as datediff(LOT1_BASE_END_DT, LOT1_START_DT) + 1. Uses the priority-based end date: if MED_ADD occurs before DISCON, length is to MED_ADD date; if DISCON is first, length is to DISCON date; otherwise length is to OBS_END_DT (censored).","Protocol Section 5.1.1 (LOT start/end): LOT duration is the span from LOT start (first non-steroid MAP) to LOT end. The +1 ensures inclusive day counting (both start and end dates are counted). Duration is relevant for assessing treatment patterns and time-to-event analyses.","Duration computed from dates already derived from T_MEDICAL/T_RX (LOT1_START_DT from first MAP_START_DT) and LOT1_BASE_END_DT (priority-based end date).","lot_program.R Step S10 lines 3447-3455: LOT1_BASE_LENGTH = CASE WHEN MED_ADD <= DISCON THEN datediff(LOT1_BASE_1ST_ADD_MED_DT, LOT1_START_DT) + 1; WHEN DISCON THEN datediff(LOT1_BASE_DISCON_DT, LOT1_START_DT) + 1; ELSE datediff(OBS_END_DT, LOT1_START_DT) + 1 END. QC at line 3466: avg(LOT1_BASE_LENGTH) computed in validation query.","--Y","Spec: - (not defined in LOT1_BASE_END tab). Protocol: - (duration concept implied). Code: Y - computed at Step S10 lines 3447-3455 with priority MED_ADD > DISCON > CENSORED.","CV 2026-04-02 (protocol revalidation)","Variable missing from original spec's LOT1_BASE_END tab. The code computes LOT1_BASE_LENGTH at lot_program.R Step S10 (lines 3447-3455) using a priority-based CASE matching the same hierarchy as LOT1_BASE_END_DT. Note: this is computed in the LOT1_BASE step (S10) rather than LOT1_BASE_END (S16), but it represents the base period duration which should be documented here."
